timestamp,value
2012-08-04,1950.3
2012-08-05,746.1
2012-08-06,519.3000000000001
2012-08-07,840.6
2012-08-08,656.1
2012-08-09,704.7
2012-08-10,1002.6
2012-08-11,1229.4
2012-08-12,482.40000000000003
2012-08-13,590.4
2012-08-14,632.7
2012-08-15,561.6
2012-08-16,692.1
2012-08-17,908.1
2012-08-18,1221.3
2012-08-19,504.90000000000003
2012-08-20,625.5
2012-08-21,679.5
2012-08-22,626.4
2012-08-23,696.6
2012-08-24,1276.2
2012-08-25,1630.8
2012-08-26,663.3000000000001
2012-08-27,582.3000000000001
2012-08-28,538.2
2012-08-29,434.7
2012-08-30,695.7
2012-08-31,931.5
2012-09-01,1099.8
2012-09-02,726.3000000000001
2012-09-03,1181.7
2012-09-04,705.6
2012-09-05,591.3000000000001
2012-09-06,660.6
2012-09-07,921.6
2012-09-08,1073.7
2012-09-09,450.0
2012-09-10,470.7
2012-09-11,593.1
2012-09-12,881.1
2012-09-13,776.7
2012-09-14,1000.8000000000001
2012-09-15,1112.4
2012-09-16,486.90000000000003
2012-09-17,504.90000000000003
2012-09-18,554.4
2012-09-19,660.6
2012-09-20,575.1
2012-09-21,1255.5
2012-09-22,1481.4
2012-09-23,427.5
2012-09-24,500.40000000000003
2012-09-25,544.5
2012-09-26,491.40000000000003
2012-09-27,535.5
2012-09-28,955.8000000000001
2012-09-29,1224.9
2012-09-30,471.6
2012-10-01,459.0
2012-10-02,910.8000000000001
2012-10-03,565.2
2012-10-04,680.4
2012-10-05,900.9
2012-10-06,1161.9
2012-10-07,512.1
2012-10-08,702.0
2012-10-09,479.7
2012-10-10,1326.6000000000001
2012-10-11,1226.7
2012-10-12,1333.8
2012-10-13,1458.9
2012-10-14,576.9
2012-10-15,618.3000000000001
2012-10-16,719.1
2012-10-17,643.5
2012-10-18,684.9
2012-10-19,973.8000000000001
2012-10-20,1193.4
2012-10-21,501.3
2012-10-22,553.5
2012-10-23,588.6
2012-10-24,594.9
2012-10-25,620.1
2012-10-26,858.6
2012-10-27,1095.3
2012-10-28,522.9
2012-10-29,444.6
2012-10-30,568.8000000000001
2012-10-31,544.5
2012-11-01,537.3000000000001
2012-11-02,990.0
2012-11-03,1442.7
2012-11-04,597.6
2012-11-05,564.3000000000001
2012-11-06,936.0
2012-11-07,575.1
2012-11-08,623.7
2012-11-09,1105.2
2012-11-10,1368.0
2012-11-11,608.4
2012-11-12,1024.2
2012-11-13,715.5
2012-11-14,809.1
2012-11-15,643.5
2012-11-16,966.6
2012-11-17,1454.4
2012-11-18,659.7
2012-11-19,772.2
2012-11-20,792.9
2012-11-21,1002.6
2012-11-22,3564.9
2012-11-23,4919.400000000001
2012-11-24,2096.1
2012-11-25,816.3000000000001
2012-11-26,866.7
2012-11-27,738.0
2012-11-28,1172.7
2012-11-29,993.6
2012-11-30,1557.9
2012-12-01,2022.3
2012-12-02,1148.4
2012-12-03,1518.3
2012-12-04,1209.6000000000001
2012-12-05,895.5
2012-12-06,1151.1000000000001
2012-12-07,1732.5
2012-12-08,2484.9
2012-12-09,972.9
2012-12-10,1174.5
2012-12-11,1318.5
2012-12-12,1969.2
2012-12-13,1768.5
2012-12-14,2156.4
2012-12-15,3206.7000000000003
2012-12-16,1331.1000000000001
2012-12-17,1721.7
2012-12-18,1881.9
2012-12-19,2167.2000000000003
2012-12-20,2619.9
2012-12-21,3569.4
2012-12-22,3942.9
2012-12-23,2448.0
2012-12-24,2501.1
2012-12-25,0.0
2012-12-26,2242.8
2012-12-27,2137.5
2012-12-28,1973.7
2012-12-29,1950.3
2012-12-30,958.5
2012-12-31,1368.0
2013-01-01,794.7
2013-01-02,769.5
2013-01-03,774.0
2013-01-04,1176.3
2013-01-05,1458.0
2013-01-06,608.4
2013-01-07,686.7
2013-01-08,688.5
2013-01-09,600.3000000000001
2013-01-10,795.6
2013-01-11,1009.8000000000001
2013-01-12,1273.5
2013-01-13,457.2
2013-01-14,585.9
2013-01-15,554.4
2013-01-16,591.3000000000001
2013-01-17,471.6
2013-01-18,1168.2
2013-01-19,1539.0
2013-01-20,621.9
2013-01-21,953.1
2013-01-22,732.6
2013-01-23,605.7
2013-01-24,702.9
2013-01-25,252.0
